step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
187,PAYMENT,12866.86,C1158290634,170157.0,157290.14,M569662929,0.0,0.0,0,0
299,PAYMENT,6557.02,C827221121,2211.36,0.0,M444013185,0.0,0.0,0,0
300,CASH_OUT,74188.39,C2099876165,0.0,0.0,C1913640672,3446751.55,3520939.94,0,0
238,PAYMENT,5024.64,C55496576,59418.0,54393.36,M1419830784,0.0,0.0,0,0
18,CASH_IN,194404.8,C40779040,6833090.7,7027495.49,C551846502,343161.52,148756.72,0,0
38,CASH_IN,108470.88,C1298716418,1378668.92,1487139.8,C610188199,3197892.28,3089421.4,0,0
156,PAYMENT,17096.89,C707229861,170399.77,153302.88,M1466320219,0.0,0.0,0,0
610,PAYMENT,20779.67,C293677041,87123.05,66343.38,M181699377,0.0,0.0,0,0
400,PAYMENT,49573.68,C430448734,0.0,0.0,M476213,0.0,0.0,0,0
414,CASH_OUT,724264.21,C2035780043,724264.21,0.0,C657085942,0.0,724264.21,1,0
357,TRANSFER,790332.43,C247316356,790332.43,0.0,C600765612,0.0,0.0,1,0
387,CASH_OUT,10000000.0,C618976547,10000000.0,0.0,C1908782637,0.0,10000000.0,1,0
334,PAYMENT,7821.75,C648567722,0.0,0.0,M1924600392,0.0,0.0,0,0
298,CASH_IN,81621.89,C776527639,192798.39,274420.28,C477433320,3229690.68,3148068.8,0,0
637,PAYMENT,2847.67,C1660954768,0.0,0.0,M1465429761,0.0,0.0,0,0
357,TRANSFER,10000000.0,C393177637,10653151.55,653151.55,C106531078,0.0,0.0,1,0
353,CASH_OUT,238858.49,C296792693,55168.0,0.0,C835189033,0.0,238858.49,0,0
465,TRANSFER,563388.67,C1663837850,563388.67,0.0,C76747824,0.0,0.0,1,0
154,CASH_OUT,325314.57,C437571276,190.0,0.0,C291953711,901493.04,1226807.6,0,0
151,TRANSFER,1633227.0,C2053411637,1633227.0,0.0,C337996170,0.0,0.0,1,0
121,CASH_OUT,254440.83,C1310756162,254440.83,0.0,C472522184,0.0,254440.83,1,0
296,CASH_OUT,312151.06,C1815382629,312151.06,0.0,C1669165813,181590.34,493741.41,1,0
251,CASH_OUT,345425.57,C1514359401,345425.57,0.0,C648222182,208488.9,553914.47,1,0
24,TRANSFER,291305.98,C71665357,291305.98,0.0,C1607901570,0.0,0.0,1,0
426,CASH_IN,283.6,C1811800344,5996440.38,5996723.97,C97261318,1696189.39,1695905.79,0,0
175,CASH_OUT,47604.75,C2000554680,47604.75,0.0,C90982543,0.0,47604.75,1,0
414,CASH_OUT,10000000.0,C2071282373,10000000.0,0.0,C803763593,0.0,10000000.0,1,0
260,CASH_OUT,50349.99,C2129027484,10360.0,0.0,C670823589,23802.62,74152.61,0,0
139,CASH_OUT,75046.31,C1737948543,54769.0,0.0,C213524920,1535499.25,1610545.55,0,0
138,PAYMENT,3063.79,C168226566,47420.0,44356.21,M719221584,0.0,0.0,0,0
453,CASH_OUT,553328.24,C964493655,553328.24,0.0,C471673536,0.0,553328.24,1,0
428,PAYMENT,15410.74,C2104436518,321.84,0.0,M167955477,0.0,0.0,0,0
504,TRANSFER,262678.53,C678590002,262678.53,0.0,C1721123505,0.0,0.0,1,0
598,PAYMENT,5001.61,C142333572,0.0,0.0,M198707476,0.0,0.0,0,0
605,CASH_OUT,2011285.35,C374108453,2011285.35,0.0,C2068002709,19199.23,2030484.57,1,0
260,CASH_OUT,847383.45,C148215459,847383.45,0.0,C169598416,1465042.43,2312425.88,1,0
676,TRANSFER,171572.06,C1854902187,171572.06,0.0,C920320326,0.0,0.0,1,0
593,TRANSFER,125146.75,C934206138,125146.75,0.0,C1481637104,0.0,0.0,1,0
505,CASH_OUT,2251225.38,C811947733,2251225.38,0.0,C216058028,23722.5,2274947.89,1,0
501,CASH_OUT,772379.36,C533533320,772379.36,0.0,C1635587214,501817.89,1274197.25,1,0
184,CASH_IN,180379.03,C90443621,22696.0,203075.03,C530576642,0.0,0.0,0,0
352,PAYMENT,17633.05,C287762505,9985.0,0.0,M885451566,0.0,0.0,0,0
16,PAYMENT,19539.84,C637015951,10445.0,0.0,M1028898573,0.0,0.0,0,0
306,CASH_OUT,126964.53,C1135852524,27383.0,0.0,C1837146339,442074.52,569039.04,0,0
324,PAYMENT,3281.86,C21049140,0.0,0.0,M116206834,0.0,0.0,0,0
346,CASH_IN,217167.29,C436677706,10294327.53,10511494.82,C1703889368,3583809.98,3366642.69,0,0
333,PAYMENT,27113.41,C2034648861,510547.0,483433.59,M2121630122,0.0,0.0,0,0
262,CASH_OUT,2914653.69,C551410627,2914653.69,0.0,C1503946435,558015.85,3472669.53,1,0
725,CASH_OUT,873322.61,C2077011049,873322.61,0.0,C1352808930,258993.92,1132316.53,1,0
187,CASH_OUT,299457.79,C2050519923,28892.0,0.0,C450204273,0.0,299457.79,0,0
403,CASH_OUT,325140.5,C1669790038,0.0,0.0,C1490141777,867922.48,1193062.98,0,0
345,CASH_OUT,136305.19,C1205801090,2097.0,0.0,C129218190,0.0,136305.19,0,0
437,TRANSFER,4716.08,C316065946,4716.08,0.0,C900839253,0.0,0.0,1,0
3,TRANSFER,22877.0,C1247938090,22877.0,0.0,C1002031672,0.0,0.0,1,0
122,CASH_OUT,2221683.68,C1136739857,2221683.68,0.0,C1877540885,2110248.3,4331931.98,1,0
234,CASH_OUT,182998.67,C2050207261,0.0,0.0,C1302707252,425906.44,608905.11,0,0
260,CASH_OUT,337451.94,C1276786455,241017.95,0.0,C1351690039,1379332.46,1716784.4,0,0
274,CASH_OUT,982414.06,C281479258,982414.06,0.0,C1702975,536.68,982950.73,1,0
36,CASH_OUT,270566.57,C300451543,6494.0,0.0,C35275622,0.0,586645.37,0,0
182,PAYMENT,8571.97,C1866086966,313013.0,304441.03,M423617398,0.0,0.0,0,0
350,CASH_OUT,157821.65,C1189774409,916.0,0.0,C1484552659,1418831.4,1576653.05,0,0
385,CASH_OUT,627088.33,C1637164849,627088.33,0.0,C1984867155,594476.39,1221564.72,1,0
363,CASH_OUT,2115503.99,C429080055,2115503.99,0.0,C1734499928,0.0,2115503.99,1,0
181,CASH_OUT,332729.54,C645124798,0.0,0.0,C1797918851,613712.35,946441.9,1,0
177,CASH_IN,107414.01,C1881240614,2337449.66,2444863.67,C1470180282,220776.35,113362.33,0,0
496,CASH_OUT,766151.45,C146839469,766151.45,0.0,C550372434,0.0,766151.45,1,0
481,CASH_OUT,1710180.37,C670354135,1710180.37,0.0,C577804571,934700.52,2644880.89,1,0
36,CASH_OUT,819503.92,C510717698,819503.92,0.0,C1469248112,255585.23,1470226.48,1,0
523,TRANSFER,160186.79,C946605831,160186.79,0.0,C417515200,0.0,0.0,1,0
208,TRANSFER,246402.71,C498213361,246402.71,0.0,C1112515195,0.0,0.0,1,0
33,PAYMENT,349.91,C1729381947,102155.0,101805.09,M651139778,0.0,0.0,0,0
234,CASH_IN,282145.23,C1568794390,1040.0,283185.23,C499324535,12524.98,0.0,0,0
19,CASH_OUT,65239.11,C1880920572,0.0,0.0,C965476669,902897.59,821423.18,0,0
263,TRANSFER,621271.5,C688140632,0.0,0.0,C1803213251,3595822.61,4217094.11,0,0
94,CASH_OUT,93051.64,C2102611581,49977.0,0.0,C1766999256,970713.48,1063765.12,0,0
323,TRANSFER,334790.89,C2135188443,334790.89,0.0,C1068035657,0.0,0.0,1,0
374,CASH_OUT,126792.87,C1497538996,37068.0,0.0,C1992645581,217905.77,344698.64,0,0
205,CASH_OUT,220946.25,C1584739086,0.0,0.0,C1159397576,1389566.65,1610512.9,0,0
307,TRANSFER,988204.68,C958273270,0.0,0.0,C898232365,1826796.49,2815001.17,0,0
363,CASH_OUT,1715635.41,C356781229,1715635.41,0.0,C159373411,0.0,1715635.41,1,0
354,CASH_IN,153085.43,C2022210674,15002379.17,15155464.61,C1379239194,664686.37,511600.93,0,0
643,TRANSFER,3092085.39,C1658683875,3092085.39,0.0,C137816170,0.0,0.0,1,0
10,CASH_OUT,255120.51,C1009102446,114233.0,0.0,C553955699,0.0,255120.51,0,0
554,TRANSFER,10000000.0,C292642955,23576297.1,13576297.1,C1916793179,0.0,0.0,1,0
10,PAYMENT,1876.23,C1147697657,0.0,0.0,M604362122,0.0,0.0,0,0
350,PAYMENT,21290.71,C149324794,52084.81,30794.11,M983870692,0.0,0.0,0,0
349,PAYMENT,9319.01,C1072766295,0.0,0.0,M1982816779,0.0,0.0,0,0
129,TRANSFER,582986.45,C1808264289,0.0,0.0,C1869164822,1069911.41,1652897.85,0,0
500,PAYMENT,9437.3,C546561669,100499.0,91061.7,M1593660609,0.0,0.0,0,0
288,TRANSFER,44116.87,C642784724,44116.87,0.0,C1952007189,0.0,0.0,1,0
332,PAYMENT,7096.45,C256057521,628.0,0.0,M854372537,0.0,0.0,0,0
650,CASH_OUT,71666.93,C1927136049,71666.93,0.0,C267842927,83551.03,155217.96,1,0
602,TRANSFER,232185.56,C1693098811,232185.56,0.0,C1196187420,0.0,0.0,1,0
202,TRANSFER,2263927.04,C243052380,2263927.04,0.0,C129557647,0.0,0.0,1,0
497,TRANSFER,1416055.74,C1046272255,1416055.74,0.0,C1677911450,0.0,0.0,1,0
332,CASH_OUT,160642.88,C72707475,467.0,0.0,C349800345,58173.42,218816.3,0,0
154,CASH_OUT,321820.25,C920078245,0.0,0.0,C2068143517,4854352.98,5176173.24,0,0
561,CASH_OUT,31945.44,C366088606,31945.44,0.0,C1251565216,95415.09,127360.53,1,0
410,CASH_OUT,950791.37,C1593088347,950791.37,0.0,C1824042945,0.0,950791.37,1,0
731,CASH_OUT,508929.61,C839366750,508929.61,0.0,C1367621087,161576.15,670505.76,1,0
277,PAYMENT,16559.9,C909483533,571239.0,554679.1,M1341774505,0.0,0.0,0,0
230,TRANSFER,114765.51,C380790895,105.0,0.0,C469985115,719594.94,834360.46,0,0
454,CASH_OUT,404185.57,C1310120773,404185.57,0.0,C434003582,113577.26,517762.83,1,0
621,TRANSFER,3054359.4,C817672066,3054359.4,0.0,C657457029,0.0,0.0,1,0
204,PAYMENT,2637.86,C14319915,88334.18,85696.33,M1459942015,0.0,0.0,0,0
323,PAYMENT,6038.56,C1764964932,0.0,0.0,M161718233,0.0,0.0,0,0
330,CASH_OUT,36410.8,C37707722,854681.0,818270.2,C468770164,0.0,36410.8,0,0
399,CASH_OUT,1082200.06,C736248524,1082200.06,0.0,C1386066751,0.0,1082200.06,1,0
734,TRANSFER,10000000.0,C1891630790,11810044.85,1810044.85,C2124431731,0.0,0.0,1,0
429,TRANSFER,662727.25,C1027236311,0.0,0.0,C1322343795,3389480.65,4052207.9,0,0
677,TRANSFER,10000000.0,C1709472240,19295454.24,9295454.24,C225746427,0.0,0.0,1,0
193,CASH_OUT,103368.58,C225886337,103368.58,0.0,C1347548584,0.0,103368.58,1,0
332,CASH_OUT,53042.33,C491056355,0.0,0.0,C187556284,160699.17,213741.5,0,0
15,CASH_IN,65317.15,C845396284,1762093.63,1827410.77,C368297066,160665.0,95347.85,0,0
136,CASH_OUT,116342.2,C2115868353,0.0,0.0,C1240679054,196995.77,313337.97,0,0
272,CASH_OUT,166972.46,C1729423257,166972.46,0.0,C1949981498,9314.02,176286.48,1,0
317,CASH_OUT,223228.11,C600776492,223228.11,0.0,C856386556,252901.53,476129.65,1,0
251,TRANSFER,345425.57,C1397090856,345425.57,0.0,C2119085039,0.0,0.0,1,0
461,TRANSFER,6273660.45,C1269763321,6273660.45,0.0,C7990337,0.0,0.0,1,0
47,PAYMENT,1016.83,C1413188904,36941.0,35924.17,M787093315,0.0,0.0,0,0
250,CASH_OUT,10000000.0,C619552920,10000000.0,0.0,C1630566944,147964.13,10147964.13,1,0
207,TRANSFER,624708.03,C755194686,29772.0,0.0,C1775476150,812959.14,1437667.17,0,0
179,TRANSFER,776426.66,C2084101815,332223.32,0.0,C280226418,2988636.53,3765063.19,0,0
164,TRANSFER,1132311.86,C1371017446,1132311.86,0.0,C464009928,0.0,0.0,1,0
186,CASH_OUT,561149.9,C1581439980,561149.9,0.0,C89425517,0.0,561149.9,1,0
136,PAYMENT,4041.63,C2031660996,19691.0,15649.37,M198998335,0.0,0.0,0,0
131,TRANSFER,747281.74,C980953067,0.0,0.0,C1999611424,2233597.14,2980878.88,0,0
160,PAYMENT,2963.22,C1286267091,0.0,0.0,M1712231487,0.0,0.0,0,0
730,TRANSFER,10000000.0,C507645439,47316255.05,37316255.05,C270374999,0.0,0.0,1,0
140,PAYMENT,11299.49,C1488463953,0.0,0.0,M2063371956,0.0,0.0,0,0
17,CASH_OUT,305627.0,C1600031018,305627.0,0.0,C1971951800,7699847.16,8005474.16,1,0
207,CASH_OUT,290217.18,C1354796547,21162.0,0.0,C1624854575,1124277.35,1414494.52,0,0
102,TRANSFER,22025.14,C1423921623,22025.14,0.0,C1580835462,0.0,0.0,1,0
72,CASH_OUT,2947783.87,C1092143469,2947783.87,0.0,C528593406,353246.54,3301030.4,1,0
143,CASH_OUT,199789.11,C1064747267,0.0,0.0,C2007486879,278146.64,477935.75,0,0
237,CASH_OUT,231884.9,C1957711185,37.0,0.0,C257972934,1052136.01,1284020.91,0,0
13,PAYMENT,12559.32,C847685508,624244.24,611684.92,M252797344,0.0,0.0,0,0
138,CASH_OUT,234723.4,C1422611591,234723.4,0.0,C975019107,0.0,234723.4,1,0
598,CASH_OUT,453699.35,C2031919983,453699.35,0.0,C1529830954,1321758.82,1775458.17,1,0
284,CASH_IN,392766.25,C48118432,2019381.71,2412147.96,C1097388630,2467366.44,2074600.19,0,0
706,CASH_OUT,265961.0,C1978041486,265961.0,0.0,C1543581230,9354076.45,9620037.45,1,0
155,PAYMENT,5018.23,C1704434575,10351.0,5332.77,M340970758,0.0,0.0,0,0
709,TRANSFER,87541.41,C862377395,87541.41,0.0,C601150509,0.0,0.0,1,0
257,CASH_IN,67685.4,C1343804025,100321.0,168006.4,C536697281,1410680.86,1342995.46,0,0
14,CASH_OUT,211944.8,C1177681809,0.0,0.0,C1261329785,612789.09,973178.29,0,0
155,PAYMENT,14718.33,C226244027,20437.19,5718.86,M1703676014,0.0,0.0,0,0
613,TRANSFER,1425062.97,C1700849439,1425062.97,0.0,C1474364019,0.0,0.0,1,0
334,PAYMENT,4250.18,C1931394737,10967.0,6716.82,M1391840514,0.0,0.0,0,0
165,PAYMENT,5595.13,C443405724,16475.0,10879.87,M978598777,0.0,0.0,0,0
427,TRANSFER,426173.04,C1427622325,426173.04,0.0,C1382020476,0.0,0.0,1,0
233,CASH_OUT,158424.1,C1306042770,0.0,0.0,C1279610437,23690095.53,23848519.62,0,0
9,TRANSFER,556218.01,C1769581889,556218.01,0.0,C217441120,0.0,0.0,1,0
279,TRANSFER,144044.35,C500782163,144044.35,0.0,C1678225992,0.0,0.0,1,0
614,TRANSFER,4212682.84,C359671277,4212682.84,0.0,C1265391231,0.0,0.0,1,0
701,CASH_OUT,79581.24,C272466753,79581.24,0.0,C547672572,143993.58,223574.82,1,0
635,TRANSFER,580010.03,C1797123067,580010.03,0.0,C1963008787,0.0,0.0,1,0
9,PAYMENT,128.33,C1160984321,21673.0,21544.67,M828095880,0.0,0.0,0,0
62,CASH_OUT,722380.88,C207317063,722380.88,0.0,C1419788780,331969.08,1054349.95,1,0
395,CASH_OUT,443453.43,C579530059,82305.0,0.0,C250683560,2078716.35,2667394.21,0,0
393,CASH_OUT,165955.24,C1071436269,110166.0,0.0,C642673340,219381.19,385336.42,0,0
670,CASH_OUT,10000000.0,C1795726585,10000000.0,0.0,C912767355,1476475.64,11476475.64,1,0
694,CASH_OUT,257811.92,C569133281,257811.92,0.0,C2004617547,1786927.08,2044739.0,1,0
656,CASH_OUT,5349.74,C379668471,5349.74,0.0,C1699960133,585780.87,591130.61,1,0
116,TRANSFER,522465.43,C61912705,522465.43,0.0,C539442999,0.0,0.0,1,0
604,TRANSFER,203848.61,C819849169,203848.61,0.0,C213809105,0.0,0.0,1,0
38,CASH_OUT,230990.44,C482687046,0.0,0.0,C1843103642,1532626.25,1945749.16,0,0
133,CASH_IN,3263.14,C2101118383,40286.0,43549.14,C1937329640,0.0,0.0,0,0
585,CASH_IN,268380.67,C1329448931,5378895.29,5647275.97,C671486258,722825.11,454444.43,0,0
182,CASH_OUT,173767.77,C1820674015,0.0,0.0,C1780333728,5746343.72,5920111.48,0,0
281,TRANSFER,54235.7,C725405279,54235.7,0.0,C2020386791,0.0,0.0,1,0
408,CASH_OUT,429257.45,C1398344547,429257.45,0.0,C1687751044,0.0,429257.45,1,0
150,CASH_OUT,1994285.14,C1177478126,1994285.14,0.0,C801773447,150793.71,2145078.85,1,0
347,CASH_IN,113362.94,C1723102092,24587.0,137949.94,C1813410811,3247086.97,3187523.77,0,0
164,CASH_IN,152195.37,C608219722,720959.17,873154.54,C1498593833,966482.69,814287.32,0,0
400,TRANSFER,4598089.88,C1508043591,4598089.88,0.0,C99418495,0.0,0.0,1,0
359,CASH_OUT,10000000.0,C829777561,10000000.0,0.0,C419398117,246819.58,10246819.58,1,0
321,CASH_IN,348155.93,C1822317411,462752.99,810908.91,C701975891,7850156.52,7502000.59,0,0
331,PAYMENT,22042.43,C153635016,0.0,0.0,M1492984631,0.0,0.0,0,0
371,CASH_IN,86047.09,C1479482011,9049004.94,9135052.03,C921762723,112541.97,26494.88,0,0
19,CASH_OUT,397034.91,C53453699,0.0,0.0,C437747500,2682860.19,3079895.1,0,0
379,CASH_OUT,38370.82,C544623420,2946.0,0.0,C1413280399,264667.45,303038.27,0,0
397,CASH_IN,358436.13,C1078603519,8785723.55,9144159.68,C1437640060,1210535.39,852099.26,0,0
554,TRANSFER,10000000.0,C357910633,33576297.1,23576297.1,C810398969,0.0,0.0,1,0
374,CASH_OUT,321595.09,C1511657291,24213.0,0.0,C306005264,0.0,321595.09,0,0
631,CASH_OUT,341.3,C667213533,341.3,0.0,C1882416081,135440.48,135781.78,1,0
671,CASH_OUT,36956.27,C1768139815,36956.27,0.0,C1475840276,116628.89,153585.15,1,0
321,DEBIT,4965.16,C139850688,33697.0,28731.84,C1250016241,104613.29,109578.44,0,0
549,TRANSFER,29473.67,C12589552,29473.67,0.0,C589307049,0.0,0.0,1,0
259,PAYMENT,7779.49,C1267688747,0.0,0.0,M1751790401,0.0,0.0,0,0
34,TRANSFER,172515.26,C1079987458,0.0,0.0,C682995082,2352146.64,2698009.05,0,0
